"level","character","readings_on","readings_kun","meaning"
"N1","棄","{""き""}","{""す.てる""}","Abandon; Throw Away; Discard; Resign; Reject; Sacrifice"
"N1","虎","{""こ""}","{""とら""}","Tiger; Drunkard"
"N1","蛍","{""けい""}","{""ほたる""}","Lightning-bug; Firefly"
"N1","艦","{""かん""}","{}","Warship"
"N1","潜","{""せん""}","{""ひそ.む"",""もぐ.る"",""かく.れる"",""くぐ.る"",""ひそ.める""}","Submerge; Conceal; Hide; Lower (voice); Hush"
"N1","拳","{""けん"",""げん""}","{""こぶし""}","Fist"
"N2","炭","{""たん""}","{""すみ""}","Charcoal; Coal"
"N2","包","{""ほう""}","{""つつ.む"",""くる.む""}","Wrap; Pack Up; Cover; Conceal"
"N2","衣","{""い"",""え""}","{""ころも"",""きぬ"",""-ぎ""}","Garment; Clothes; Dressing"
"N1","仁","{""じん"",""に"",""にん""}","{}","Humanity; Virtue; Benevolence; Charity; Man; Kernel"
"N2","鉱","{""こう""}","{""あらがね""}","Mineral; Ore"
"N1","至","{""し""}","{""いた.る""}","Climax; Arrive; Proceed; Reach; Attain; Result In"
"N1","誠","{""せい""}","{""まこと""}","Sincerity; Admonish; Warn; Prohibit; Truth; Fidelity"
"N1","郷","{""きょう"",""ごう""}","{""さと""}","Home Town; Village; Native Place; District"
"N1","侵","{""しん""}","{""おか.す""}","Encroach; Invade; Raid; Trespass; Violate"
"N1","偽","{""ぎ"",""か""}","{""いつわ.る"",""にせ"",""いつわ.り""}","Falsehood; Lie; Deceive; Pretend; Counterfeit; Forgery"
"N1","克","{""こく""}","{""か.つ""}","Overcome; Kindly; Skillfully"
"N3","到","{""とう""}","{""いた.る""}","Arrival; Proceed; Reach; Attain; Result In"
"N2","双","{""そう""}","{""ふた"",""たぐい"",""ならぶ"",""ふたつ""}","Pair; Set; Comparison; Counter For Pairs"
"N1","哲","{""てつ""}","{""さとい"",""あきらか""}","Philosophy; Clear"
"N1","喪","{""そう""}","{""も""}","Miss; Mourning"
"N1","堅","{""けん""}","{""かた.い"",""-がた.い""}","Strict; Hard; Solid; Tough; Tight; Reliable"
"N2","床","{""しょう""}","{""とこ"",""ゆか""}","Bed; Counter For Beds; Floor; Padding; Tatami"
"N1","括","{""かつ""}","{""くく.る""}","Fasten; Tie Up; Arrest; Constrict"
"N1","弧","{""こ""}","{}","Arc; Arch; Bow"
"N1","挑","{""ちょう""}","{""いど.む""}","Challenge; Contend For; Make Love To"
"N2","掘","{""くつ""}","{""ほ.る""}","Dig; Delve; Excavate"
"N1","揚","{""よう""}","{""あ.げる"",""-あ.げ"",""あ.がる""}","Raise; Elevate; Hoist; Praise; Extol; Fry In Deep Fat"
"N1","握","{""あく""}","{""にぎ.る""}","Grip; Hold; Mould Sushi; Bribe"
"N1","揺","{""よう""}","{""ゆ.れる"",""ゆ.る"",""ゆ.らぐ"",""ゆ.るぐ"",""ゆ.する"",""ゆ.さぶる"",""ゆ.すぶる"",""うご.く""}","Swing; Shake; Sway; Rock; Tremble; Vibrate"
"N1","斎","{""さい""}","{""とき"",""つつし.む"",""ものいみ"",""い.む"",""いわ.う"",""いつ.く""}","Purification; Buddhist Food; Room; Worship; Avoid; Alike"
"N1","暫","{""ざん""}","{""しばら.く""}","Temporarily; A While; Moment; Long Time"
"N1","析","{""せき""}","{}","Chop; Divide; Tear; Analyze"
"N1","枢","{""すう"",""しゅ""}","{""とぼそ"",""からくり""}","Hinge; Pivot; Door"
"N1","軸","{""じく""}","{}","Axis; Pivot; Stem; Stalk; Counter For Book Scrolls"
"N1","柄","{""へい""}","{""がら"",""え"",""つか""}","Design; Pattern; Build; Nature; Character; Handle; Crank; Grip; Knob; Shaft"
"N2","泊","{""はく""}","{""と.まる"",""と.める""}","Overnight Stay; Put Up At; Ride At Anchor"
"N1","滑","{""かつ"",""こつ""}","{""すべ.る"",""なめ.らか""}","Slippery; Slide; Slip; Flunk"
"N1","潟","{""せき""}","{""かた"",""-がた""}","Lagoon"
"N1","焦","{""しょう""}","{""こ.げる"",""こ.がす"",""こ.がれる"",""あせ.る""}","Char; Hurry; Impatient; Irritate; Burn; Scorch; Singe"
"N1","範","{""はん""}","{}","Pattern; Example; Model"
"N1","紛","{""ふん""}","{""まぎ.れる"",""-まぎ.れ"",""まぎ.らす"",""まぎ.らわす"",""まぎ.らわしい""}","Distract; Be Mistaken For; Go Astray; Divert"
"N1","糾","{""きゅう""}","{""ただ.す""}","Twist; Ask; Investigate; Verify"
"N1","綱","{""こう""}","{""つな""}","Hawser; Class (genus); Rope; Cord; Cable"
"N1","網","{""もう""}","{""あみ""}","Netting; Network"
"N1","肝","{""かん""}","{""きも""}","Liver; Pluck; Nerve; Chutzpah"
"N1","芝","{""し""}","{""しば""}","Turf; Lawn"
"N2","荒","{""こう""}","{""あら.い"",""あら-"",""あ.れる"",""あ.らす"",""-あ.らし"",""すさ.む""}","Laid Waste; Rough; Rude; Wild"
"N2","袋","{""たい"",""だい""}","{""ふくろ""}","Sack; Bag; Pouch"
"N2","珍","{""ちん""}","{""めずら.しい"",""たから""}","Rare; Curious; Strange"
"N1","裂","{""れつ""}","{""さ.く"",""さ.ける"",""-ぎ.れ""}","Split; Rend; Tear"
"N1","襲","{""しゅう""}","{""おそ.う"",""かさ.ね""}","Attack; Advance On; Succeed To; Pile; Heap"
"N1","貢","{""こう"",""く""}","{""みつ.ぐ""}","Tribute; Support; Finance"
"N1","趣","{""しゅ""}","{""おもむき"",""おもむ.く""}","Purport; Gist; Elegance; Interest; Proceed To; Tend; Become"
"N1","距","{""きょ""}","{""へだ.たる"",""けづめ""}","Long-distance; Spur; Fetlock"
"N2","籍","{""せき""}","{}","Enroll; Domiciliary Register; Membership"
"N1","露","{""ろ"",""ろう""}","{""つゆ""}","Dew; Tears; Expose; Russia"
"N1","牧","{""ぼく""}","{""まき""}","Breed; Care For; Shepherd; Feed; Pasture"
"N2","刷","{""さつ""}","{""す.る"",""-ず.り"",""-ずり"",""は.く""}","Printing; Print; Brush"
"N1","朗","{""ろう""}","{""ほが.らか"",""あき.らか""}","Melodious; Clear; Bright; Serene; Cheerful"
"N1","潮","{""ちょう""}","{""しお"",""うしお""}","Tide; Salt Water; Opportunity"
"N1","即","{""そく""}","{""つ.く"",""つ.ける"",""すなわ.ち""}","Instant; Namely; As Is; Conform; Agree; Adapt"
"N1","垣","{""えん""}","{""かき""}","Hedge; Fence; Wall"
"N1","威","{""い""}","{""おど.す"",""おど.し"",""おど.かす""}","Intimidate; Dignity; Majesty; Menace; Threaten"
"N2","封","{""ふう"",""ほう""}","{}","Seal; Closing"
"N2","筒","{""とう""}","{""つつ""}","Cylinder; Pipe; Tube; Gun Barrel; Sleeve"
"N1","岳","{""がく""}","{""たけ""}","Point; Peak; Mountain"
"N1","慰","{""い""}","{""なぐさ.める"",""なぐさ.む""}","Consolation; Amusement; Seduce; Cheer; Make Sport Of; Comfort; Console"
"N1","懇","{""こん""}","{""ねんご.ろ""}","Sociable; Kind; Courteous; Hospitable; Cordial"
"N1","懲","{""ちょう""}","{""こ.りる"",""こ.らす"",""こ.らしめる""}","Penal; Chastise; Punish; Discipline"
"N1","摩","{""ま""}","{""ま.する"",""さす.る"",""す.る""}","Chafe; Rub; Polish; Grind; Scrape"
"N1","擦","{""さつ""}","{""す.る"",""す.れる"",""-ず.れ"",""こす.る"",""こす.れる""}","Grate; Rub; Scratch; Scrape; Chafe; Scour"
"N1","撲","{""ぼく""}","{}","Slap; Strike; Hit; Beat; Tell; Speak"
"N1","斉","{""せい"",""さい""}","{""そろ.う"",""ひと.しい"",""ひと.しく"",""あたる"",""はやい""}","Adjusted; Alike; Equal; Similar Variety Of"
"N1","旨","{""し""}","{""むね"",""うま.い""}","Delicious; Relish; Show A Liking For; Purport; Will; Clever; Expert"
"N2","柔","{""じゅう"",""にゅう""}","{""やわ.らか"",""やわ.らかい"",""やわ"",""やわ.ら""}","Tender; Weakness; Gentleness; Softness"
"N2","沈","{""ちん"",""じん""}","{""しず.む"",""しず.める""}","Sink; Be Submerged; Subside; Be Depressed; Aloes"
"N1","沼","{""しょう""}","{""ぬま""}","Marsh; Lake; Bog; Swamp; Pond"
"N1","泰","{""たい""}","{}","Peaceful; Calm; Peace; Easy; Thailand; Extreme; Excessive; Great"
"N1","滅","{""めつ""}","{""ほろ.びる"",""ほろ.ぶ"",""ほろ.ぼす""}","Destroy; Ruin; Overthrow; Perish"
"N1","滋","{""じ"",""し""}","{}","Nourishing; More & More; Be Luxuriant; Planting; Turbidity"
"N1","炉","{""ろ""}","{""いろり""}","Hearth; Furnace; Kiln; Reactor"
"N1","琴","{""きん"",""ごん""}","{""こと""}","Harp; Koto"
"N1","寸","{""すん""}","{}","Measurement; Tenth Of A Shaku; A Little; Small"
"N1","竜","{""りゅう"",""りょう"",""ろう""}","{""たつ"",""いせ""}","Dragon; Imperial"
"N1","縁","{""えん"",""-ねん""}","{""ふち"",""ふちど.る"",""ゆかり"",""よすが"",""へり"",""えにし""}","Affinity; Relation; Connection; Edge; Border; Verge; Brink"
"N1","翼","{""よく""}","{""つばさ""}","Wing; Plane; Flank"
"N1","吉","{""きち"",""きつ""}","{""よし""}","Good Luck; Joy; Congratulations"
"N1","刃","{""じん"",""にん""}","{""は"",""やいば"",""き.る""}","Blade; Sword; Edge"
"N1","忍","{""にん""}","{""しの.ぶ"",""しの.ばせる""}","Endure; Bear; Put Up With; Conceal; Secrete; Spy; Sneak"
"N1","桃","{""とう""}","{""もも""}","Peach"
"N2","辛","{""しん""}","{""から.い"",""つら.い"",""-づら.い"",""かのと""}","Spicy; Bitter; Hot; Acrid"
"N1","侍","{""じ"",""し""}","{""さむらい"",""はべ.る""}","Waiter; Samurai; Wait Upon; Serve"
"N1","娯","{""ご""}","{}","Recreation; Pleasure"
"N1","斗","{""と"",""とう""}","{}","Big Dipper; Ten Sho (vol); Sake Dipper; Dots And Cross Radical (no. 68)"
"N1","朱","{""しゅ""}","{""あけ""}","Vermilion; Cinnabar; Scarlet; Red; Bloody"
"N1","丘","{""きゅう""}","{""おか""}","Hill; Knoll"
"N1","梨","{""り""}","{""なし""}","Pear Tree"
"N1","僕","{""ぼく""}","{""しもべ""}","Me; I (male); Servant; Manservant"
"N2","匹","{""ひつ""}","{""ひき""}","Equal; Head; Counter For Small Animals; Roll Of Cloth"
"N2","叫","{""きょう""}","{""さけ.ぶ""}","Shout; Exclaim; Yell"
"N1","釣","{""ちょう""}","{""つ.る"",""つ.り"",""つ.り-""}","Angling; Fish; Catch; Allure; Ensnare"
"N3","髪","{""はつ""}","{""かみ""}","Hair Of The Head"
"N1","嵐","{""らん""}","{""あらし""}","Storm; Tempest"
"N2","涙","{""るい"",""れい""}","{""なみだ""}","Tears; Sympathy"
"N2","缶","{""かん""}","{""かま""}","Tin Can; Container; Jar Radical (no. 121)"
"N1","姫","{""き""}","{""ひめ"",""ひめ-""}","Princess"
"N1","棚","{""ほう""}","{""たな"",""-だな""}","Shelf; Ledge; Rack; Mount; Mantle; Trellis"
"N2","粒","{""りゅう""}","{""つぶ""}","Grains; Drop; Counter For Tiny Particles"
"N1","砲","{""ほう""}","{}","Cannon; Gun"
"N1","雷","{""らい""}","{""かみなり"",""いかずち"",""いかづち""}","Thunder; Lightning Bolt"
"N1","芽","{""が""}","{""め""}","Bud; Sprout; Spear; Germ"
"N2","塔","{""とう""}","{}","Pagoda; Tower; Steeple"
"N1","澄","{""ちょう""}","{""す.む"",""す.ます"",""-す.ます""}","Lucidity; Be Clear; Clear; Clarify; Settle; Strain; Look Grave"
"N1","矛","{""む"",""ぼう""}","{""ほこ""}","Halberd; Arms; Festival Float"
"N2","肌","{""き""}","{""はだ""}","Texture; Skin; Body; Grain"
"N2","舟","{""しゅう""}","{""ふね"",""ふな-"",""-ぶね""}","Boat; Ship"
"N1","鐘","{""しょう""}","{""かね""}","Bell; Gong; Chimes"
"N1","凶","{""きょう""}","{}","Villain; Evil; Bad Luck; Disaster"
"N1","塊","{""かい"",""け""}","{""かたまり"",""つちくれ""}","Clod; Lump; Chunk; Clot; Mass"
"N1","狩","{""しゅ""}","{""か.る"",""か.り"",""-が.り""}","Hunt; Raid; Gather"
"N1","魂","{""こん""}","{""たましい"",""たま""}","Soul; Spirit"
"N1","脚","{""きゃく"",""きゃ"",""かく""}","{""あし""}","Skids; Leg; Undercarriage; Lower Part; Base"
"N1","也","{""や"",""え""}","{""なり"",""か"",""また""}","To Be (classical)"
"N1","井","{""せい"",""しょう""}","{""い""}","Well; Well Crib; Town; Community"
"N1","嬢","{""じょう""}","{""むすめ""}","Lass; Girl; Miss; Daughter"
"N1","暦","{""れき"",""りゃく""}","{""こよみ""}","Calendar; Almanac"
"N2","曇","{""どん""}","{""くも.る""}","Cloudy Weather; Cloud Up"
"N1","眺","{""ちょう""}","{""なが.める""}","Stare; Watch; Look At; See; Scrutinize"
"N1","裸","{""ら""}","{""はだか""}","Naked; Nude; Uncovered; Partially Clothed"
"N3","疲","{""ひ""}","{""つか.れる"",""-づか.れ"",""つか.らす""}","Exhausted; Tire; Weary"
"N1","塾","{""じゅく""}","{}","Cram School; Private School"
"N1","卓","{""たく""}","{}","Eminent; Table; Desk; High"
"N2","磨","{""ま""}","{""みが.く"",""す.る""}","Grind; Polish; Scour; Improve; Brush (teeth)"
"N1","菌","{""きん""}","{}","Germ; Fungus; Bacteria"
"N1","陰","{""いん""}","{""かげ"",""かげ.る""}","Shade; Yin; Negative; Sex Organs; Secret; Shadow"
"N1","霊","{""れい"",""りょう""}","{""たま""}","Spirits; Soul"
"N2","湿","{""しつ"",""しゅう""}","{""しめ.る"",""しめ.す"",""うるお.う"",""うるお.す""}","Damp; Wet; Moist"
"N2","硬","{""こう""}","{""かた.い""}","Stiff; Hard"
"N1","稼","{""か""}","{""かせ.ぐ""}","Earnings; Work; Earn Money"
"N1","嫁","{""か""}","{""よめ"",""とつ.ぐ"",""い.く"",""ゆ.く""}","Marry Into; Bride"
"N1","溝","{""こう""}","{""みぞ""}","Gutter; Ditch; Sewer; Drain; 10**32"
"N1","滝","{""ろう"",""そう""}","{""たき""}","Waterfall; Rapids; Cascade"
"N1","狂","{""きょう""}","{""くる.う"",""くる.おしい"",""くるお.しい""}","Lunatic; Insane; Crazy; Confuse"
"N1","翔","{""しょう""}","{""かけ.る"",""と.ぶ""}","Soar; Fly"
"N1","墨","{""ぼく""}","{""すみ""}","Black Ink; India Ink; Ink Stick; Mexico"
"N1","鳩","{""きゅう"",""く""}","{""はと"",""あつ.める""}","Pigeon; Dove"
"N1","穏","{""おん""}","{""おだ.やか""}","Calm; Quiet; Moderation"
"N2","鈍","{""どん""}","{""にぶ.い"",""にぶ.る"",""にぶ-"",""なま.る"",""なまく.ら""}","Dull; Slow; Foolish; Blunt"
"N1","魔","{""ま""}","{}","Witch; Demon; Evil Spirit"
"N1","寮","{""りょう""}","{}","Dormitory; Hostel; Villa; Tea Pavillion"
"N1","盆","{""ぼん""}","{}","Basin; Lantern Festival; Tray"
"N1","棟","{""とう""}","{""むね"",""むな-""}","Ridgepole; Ridge"
"N1","寧","{""ねい""}","{""むし.ろ""}","Rather; Preferably; Peaceful; Quiet; Tranquility"
"N3","歳","{""さい"",""せい""}","{""とし"",""とせ"",""よわい""}","Year-end; Age; Occasion; Opportunity"
"N2","涼","{""りょう""}","{""すず.しい"",""すず.む"",""すず.やか"",""うす.い"",""ひや.す"",""まことに""}","Refreshing; Nice And Cool"
"N1","猿","{""えん""}","{""さる""}","Monkey"
"N1","瞳","{""どう"",""とう""}","{""ひとみ""}","Pupil (of Eye)"
"N2","零","{""れい""}","{""ぜろ"",""こぼ.す"",""こぼ.れる""}","Zero; Spill; Overflow; Nothing; Cipher"
"N1","碁","{""ご""}","{}","Go"
"N1","租","{""そ""}","{}","Tariff; Crop Tax; Borrowing"
"N1","幽","{""ゆう""}","{""ふか.い"",""かす.か"",""くら.い"",""しろ.い""}","Seclude; Confine To A Room; Deep; Profound; Secluded; Faint; Dark; Tranquil; Calm"
"N1","泡","{""ほう""}","{""あわ""}","Bubbles; Foam; Suds; Froth"
"N1","癖","{""へき""}","{""くせ"",""くせ.に""}","Mannerism; Habit; Vice; Trait; Fault; Kink"
"N1","鍛","{""たん""}","{""きた.える""}","Forge; Discipline; Train"
"N1","錬","{""れん""}","{""ね.る""}","Tempering; Refine; Drill; Train; Polish"
"N1","穂","{""すい""}","{""ほ""}","Ear; Ear (grain); Head; Crest (wave)"
"N1","帝","{""てい""}","{""みかど""}","Sovereign; The Emperor; God; Creator"
"N1","瞬","{""しゅん""}","{""またた.く"",""まじろ.ぐ""}","Wink; Blink; Twinkle"
"N1","菊","{""きく""}","{}","Chrysanthemum"
"N1","誇","{""こ""}","{""ほこ.る""}","Boast; Be Proud; Pride; Triumphantly"
"N1","庄","{""しょう"",""そ"",""そう"",""ほう""}","{}","Level; In The Country; Manor; Village; Hamlet"
"N1","阻","{""そ""}","{""はば.む""}","Thwart; Separate From; Prevent; Obstruct; Deter; Impede"
"N1","黙","{""もく"",""ぼく""}","{""だま.る"",""もだ.す""}","Silence; Become Silent; Stop Speaking; Leave As Is"
"N1","俵","{""ひょう""}","{""たわら""}","Bag; Bale; Sack; Counter For Bags"
"N2","綿","{""めん""}","{""わた""}","Cotton"
"N1","架","{""か""}","{""か.ける"",""か.かる""}","Erect; Frame; Mount; Support; Shelf; Construct"
"N1","砕","{""さい""}","{""くだ.く"",""くだ.ける""}","Smash; Break; Crush; Familiar; Popular"
"N1","粘","{""ねん""}","{""ねば.る""}","Sticky; Glutinous; Greasy; Persevere"
"N1","欺","{""ぎ""}","{""あざむ.く""}","Deceit; Cheat; Delude"
"N1","詐","{""さ""}","{""いつわ.る""}","Lie; Falsehood; Deceive; Pretend"
"N1","霧","{""む"",""ぼう"",""ぶ""}","{""きり""}","Fog; Mist"
"N1","柳","{""りゅう""}","{""やなぎ""}","Willow"
"N1","伊","{""い""}","{""かれ""}","Italy; That One"
"N1","佐","{""さ""}","{}","Assistant; Help"
"N1","尺","{""しゃく""}","{}","Shaku; Japanese Foot; Measure; Scale; Rule"
"N1","哀","{""あい""}","{""あわ.れ"",""あわ.れむ"",""かな.しい""}","Pathetic; Grief; Sorrow; Pathos; Pity; Sympathize"
"N1","唇","{""しん""}","{""くちびる""}","Lips"
"N1","塀","{""へい"",""べい""}","{}","Fence; Wall; (kokuji)"
"N1","墜","{""つい""}","{""お.ちる"",""お.つ""}","Crash; Fall (down)"
"N1","如","{""じょ"",""にょ""}","{""ごと.し""}","Likeness; Like; Such As; As If; Better; Best; Equal"
"N1","婆","{""ば""}","{""ばば"",""ばあ""}","Old Woman; Grandma; Wet Nurse"
"N2","帽","{""ぼう"",""もう""}","{""ずきん"",""おお.う""}","Cap; Headgear"
"N1","幣","{""へい""}","{""ぬさ""}","Cash; Bad Habit; Humble Prefix; Gift; Shinto Offerings Of Cloth; Rope; Cut Paper"
"N1","恨","{""こん""}","{""うら.む"",""うら.めしい""}","Regret; Bear A Grudge; Resentment; Malice; Hatred"
"N2","憎","{""ぞう""}","{""にく.む"",""にく.い"",""にく.らしい"",""にく.しみ""}","Hate; Detest"
"N1","憩","{""けい""}","{""いこ.い"",""いこ.う""}","Recess; Rest; Relax; Repose"
"N1","扇","{""せん""}","{""おうぎ""}","Fan; Folding Fan"
"N1","扉","{""ひ""}","{""とびら""}","Front Door; Title Page; Front Page"
"N1","挿","{""そう""}","{""さ.す"",""はさ.む""}","Insert; Put In; Graft; Wear (sword)"
"N1","掌","{""しょう""}","{""てのひら"",""たなごころ""}","Manipulate; Rule; Administer; Conduct; Palm Of Hand"
"N2","滴","{""てき""}","{""しずく"",""したた.る""}","Drip; Drop"
"N1","炊","{""すい""}","{""た.く"",""-だ.き""}","Cook; Boil"
"N1","爽","{""そう""}","{""あき.らか"",""さわ.やか"",""たがう""}","Refreshing; Bracing; Resonant; Sweet; Clear"
"N2","畳","{""じょう"",""ちょう""}","{""たた.む"",""たたみ"",""かさ.なる""}","Tatami Mat; Counter For Tatami Mats; Fold; Shut Up; Do Away With"
"N1","瞭","{""りょう""}","{""あきらか""}","Clear"
